Off-Air [ba000000000000000003]
 	 Annie Hall 	 0.35275 	 ba000000000000059842
 	 Kids on Kids on Kids 	 0.23301 	 ba000000000001130649
 	 Now and Then 	 0.11641 	 ba000000000000050837
 	 A Little Curious 	 0.11180 	 ba000000000003234964
 	 Crashbox 	 0.06346 	 ba000000000000951414
 	 Neil Young Journeys 	 0.04952 	 ba000000000019797147
 	 Happily Ever After: Fairy Tales for Every Child 	 0.03957 	 ba000000000002304423
 	 The Sixth Man 	 0.03926 	 ba000000000000098513
 	 Kindergarten 	 0.02742 	 ba000000000003288119
 	 Celeste and Jesse Forever 	 0.02105 	 ba000000000020131635
 	 Jack the Bear 	 0.01715 	 ba000000000000140867
 	 Harry Potter and the Chamber of Secrets 	 0.01122 	 ba000000000003801684
 	 While You Were Sleeping 	 0.00875 	 ba000000000000012014
 	 American Dreamz 	 0.00726 	 ba000000000005576487
 	 Entourage 	 0.00655 	 ba000000000006696795
 	 Mr. Magoo 	 0.00636 	 ba000000000000245617
 	 Confessions of a Teenage Drama Queen 	 0.00614 	 ba000000000004112378
 	 Taboo USA 	 0.00611 	 ba000000000023002286
 	 V 	 0.00576 	 ba000000000000294901
 	 Up to the Minute 	 0.00556 	 ba000000000000786592
The Price Is Right [ba000000000000000101]
 	 The Bold and the Beautiful 	 0.12562 	 ba000000000023162846
 	 The Young and the Restless 	 0.11727 	 ba000000000023104522
 	 The Talk 	 0.11092 	 ba000000000023135831
 	 Morning Video Block 	 0.08670 	 ba000000000013132140
 	 Let's Make a Deal 	 0.08148 	 ba000000000012313021
 	 CBS This Morning 	 0.06467 	 ba000000000023138806
 	 My Fair Wedding With David Tutera 	 0.06198 	 ba000000000017224043
 	 CBS Evening News With Scott Pelley 	 0.05351 	 ba000000000005869363
 	 The Chew 	 0.04709 	 ba000000000023221650
 	 The New Atlanta 	 0.04215 	 ba000000000022715159
 	 KCCI 8 News at Noon 	 0.03929 	 ba000000000004283064
 	 Live! With Kelly and Michael 	 0.03318 	 ba000000000023121446
 	 Jeopardy! 	 0.03245 	 ba000000000000000108
 	 Bethenny 	 0.03210 	 ba000000000023189742
 	 General Hospital 	 0.03028 	 ba000000000023181855
 	 ABC World News With Diane Sawyer 	 0.02960 	 ba000000000004865561
 	 Judge Judy 	 0.02936 	 ba000000000023140084
 	 Wheel of Fortune 	 0.02697 	 ba000000000000000107
 	 Dr. Phil 	 0.02613 	 ba000000000023190363
 	 NBC Nightly News With Brian Williams 	 0.02514 	 ba000000000004350421
Wheel of Fortune [ba000000000000000107]
 	 ABC World News With Diane Sawyer 	 0.11345 	 ba000000000004865561
 	 Jeopardy! 	 0.10436 	 ba000000000000000108
 	 NBC Nightly News With Brian Williams 	 0.06741 	 ba000000000004350421
 	 CBS Evening News With Scott Pelley 	 0.05261 	 ba000000000005869363
 	 EXITOS 	 0.05133 	 ba000000000022916141
 	 Channel 13 News at 6 	 0.04398 	 ba000000000004275246
 	 ABC5 News at Five 	 0.04186 	 ba000000000005903307
 	 ABC5 News at Six 	 0.03613 	 ba000000000005903311
 	 Good Morning America 	 0.03300 	 ba000000000023126184
 	 Channel 13 Live at 5 	 0.03196 	 ba000000000004275243
 	 Today 	 0.02913 	 ba000000000023118475
 	 Dr. Phil 	 0.02793 	 ba000000000023190363
 	 The Price Is Right 	 0.02697 	 ba000000000000000101
 	 The Chew 	 0.02445 	 ba000000000023221650
 	 ABC5 News This Morning 	 0.02378 	 ba000000000005903297
 	 Let's Make a Deal 	 0.02332 	 ba000000000012313021
 	 Judge Judy 	 0.02299 	 ba000000000022860516
 	 The Ellen DeGeneres Show 	 0.02260 	 ba000000000023140260
 	 The View 	 0.02246 	 ba000000000023220557
 	 Family Feud 	 0.02220 	 ba000000000001055967
Jeopardy! [ba000000000000000108]
 	 NBC Nightly News With Brian Williams 	 0.10926 	 ba000000000004350421
 	 ABC World News With Diane Sawyer 	 0.10835 	 ba000000000004865561
 	 Wheel of Fortune 	 0.10436 	 ba000000000000000107
 	 CBS Evening News With Scott Pelley 	 0.08953 	 ba000000000005869363
 	 EXITOS 	 0.05950 	 ba000000000022916141
 	 ABC5 News at Five 	 0.05222 	 ba000000000005903307
 	 The Price Is Right 	 0.03245 	 ba000000000000000101
 	 Life Below Zero 	 0.03029 	 ba000000000023060362
 	 The Chew 	 0.02939 	 ba000000000023221650
 	 MSNBC Live 	 0.02804 	 ba000000000002886967
 	 Judge Judy 	 0.02794 	 ba000000000022860516
 	 Family Feud 	 0.02666 	 ba000000000001055967
